작성자,내용,추천수
user-zj3xo1qy9y,"국방부에 과학수사연구소(군 관련 주요 사건·사고에 대해 전문적인 감정 및 과학 수사를 지원)가 있음. 우선, 변호사의 조작이라면 누구측 변호사? 군검사들 진술에서나 군 과학수사 하면 금방 밝혀질 일인데 변호사가 뭔 이득이 있다고 했는지 몰겠. .그래서 기계음 조작을 뺀 공군본부 보통검사 5명 대화의 실체 녹취는 어디까지라는 건지도 없고. . 글구 포렌식은 특검만 할수 있는 수사가 아니자나? 애초에 과학수사연구소가 있는 군의 최고수사기관인 국방조사본부와 국방부 검찰단이 뭘 수사한거냐? 대화속 공군본부 보통검사들 5명의 진술조사와 성문분석, 포렌식할수 있는 수사역량으로 충분히 밝힐수 있었던거자나? 결국, 내가 볼때는 평시 군사법기능 빼서 전부 민간으로 돌려야 한다는 결론 .",2
nakrlove,법을 배워서 범죄에 사용하는 저런자는 영원히 사회에서 격리를 시켜야 한다. 법지식을 이용해서 억울한 피해자를 얼만나 많이 만들지 생각만 해도 끔찍하다.,1
user-nd6rn2cs5l,음성파일 확인하는대 1년 걸렀냐 에라이 국민들이 있을만 하니까 지금 구속 ㅋㅋ,0
freedom9201,인권을 위한다는 작자들이 너무하네,2
user-bz2nt9ch5k,놀랄놀짜다,2
