작성자,내용,추천수
user-nh3cf8bo3c,살면서 이런일을 누구든 당할텐데 판사는 이번 피해자뿐만아니라 우리 모두에게 내린 판결이네요.,18
user-ji7gu9js9z,판사 국민 심판제를 도입해야합니다 멍청하거나 상식에 어긋나는 판결하는 판사들 강력 처벌해야합니다,1
user-xt5lp8ct6k,꼭 판사님 자재분도 똑같은 일 당해서 범죄자한테 보복당하시기를 바랄게요,17
user-mn4yz6pr1x,법이 최소한이라고 하더라도 피해자에게 협박을 했다고 들었는데 그것마저도 적용해서 형량을 줘야한다고생각되어집니다,122
user-ry9ku7qv3h,판사들 전부 정신들차려라.맨날책상앉아서 법전만 보니 상식을 밥말아먹었너 진짜 한심하다 한국 판사들 매번 속이 뒤집어지는판결을 햔다.진짜 왜그러냐,2
samasbal213,"만약! 판사딸이 이런경우를, 당했다면 어떤판결이나왔을까?판사님들,대단들하십니다.참!살기좋은 대한민국입니다. 판사님! 정말로존경합니다. 호로자석들~~~",101
riolay9891,앞으로 판사와 검사는 탐욕스럽고 돈에 눈이 먼 사회적지능과 공감능력 떨어지는 인간 대신 AI가 대체해야 합니다. 그래야지 전관예우가 아닌 전관범죄가 사라집니다.,92
user-us9te7wb5s,가해자 신상정보 공개도 중요하지만 판결하는 판사 신상정보 공개도 중요합니다 그지같이 판결하기때문에 판사를 신상공개해야지 올바르게 판결 할 듯해요,65
MrKcpark07,이런 대응은 아닌 것입니다. 정말 판사들은 무슨 경우인가요? 그런 인간을 어떻게 이렇게 놔둘수가 있나요.... 정말 무조건 바로 잡아야 합니다.,0
user-ez3ie6wj4g,저정도로 최악질이고 저넘이 뭐라고 한거까지 다까발려진 마당에 판사는 괘심하지도 않나? 법전을 다 뒤져서라도 할수있는 죄목은 다같다 붙혀야 되는거 아니예요? 저 저주받을 놈의 변호사가 엄청난 능력이 있는건가? 어떻게 저렇게 형량도 적고 보호도 잘해주지? 어이가없다!,433
user-fg8uq4je3v,저렇게 판결한 판사와 그 가족들 꼭 저 넘같은 악마에게 당해보시길 기도드립니다.그때도 그렇게 판결하세요.꼭.,14
user-yz9sz1zd7t,최환 부장판사님 꼭 가족들도 같은일 당해도 같은 이유로 양형 부탁 드립니다 가정에 꼭 아무일 없길 바랍니다^^,21
Uresora,"저런판결한 판사도 피해자와 국민들이 퍼벌할수있는 시스템이 필요합니다. 보복한다는걸 일면서도 저런 판결을, 아예 폭력과 살인을 부추기는 처벌입니다 이건 판사들 자리에서 끌어내려야합니다.",21
freeman7617,판사니덜 가족중에 반드시 저런 똑같은 사고가 나길 진심 바란다!!!,64
ranykim3245,이 정도 이슈화 됐으면 뭐라도 좀 바뀌는게 있어야 하지 않나... 피해자분 말 듣고 온 몸에 소름이 돋네... 여전히 핑계와 변명만 늘어놓고 있고 정말... 인권존중 해주는거 정말 좋은 취지고 나도 존중해요... 뒤에 괄호열고 한마디만 더 적자 응? (범죄자 제외)라고... 보복이든 뭐든 다시 재범죄 가능성이 조금이라도 보이면 형량 무~~~겁게 쳐주고 응?,2
user-kq6em6jc1m,제발 판사놈 다 돌려받길바랍니다,7
thc6896,판사도 좀 정신과 검진 좀 받아야돼 주기적으로 정상인지,2
TedMeta,이쯤되면 범죄자 신상공개가 아니라 재판한 판사를 신상공개해라... 그리고 전과자 10범 이상은 폐기해라 그냥 임상실험에 쓰던가,190
user-yr9zr5kf9h,판사님 꼭 주변에 같은 사건이 일어나길 빕니다^^,15
user-bf8iz7lo1v,검사 항소심에서 반드시 심판을 끌어내야한다,0
user-fl3rd1tc1i,나중에 출소해서 보복을 하거나 또 다른 피해자가 발생할 것은 불보듯 뻔한데 어떻게 이런 판결이... 이 자의 출소 후 범죄에 대해서는 이 판사님도 일말의 책임을 져야 할 듯...ㅜㅜ,7
user-vn9en1jh1y,진짜 이해안가네요 저런 쓰래기 같은놈 한테 20년 징역이아닌 사형이나 무기여야죠,1
user-mv4ib8yd1s,최환 부장판사님도 20년 뒤까지 목숨 꼭 부지하고 계십쇼. 피해자 살해 당하면 본인께서도 어떻게 되실지 아시죠?,34
user-ij9br7ql6f,판사들 가족들에게도 이런일이 생기길 기원합니다!!,0
tt743,판사는 자기자식아님 피해자가 죽어야 끝날일임,228
dog-bird,20년이나 징역 살았는데 나와서 뭘할까... 깨달음을 얻고 죄에 대한 참회 후 취업해서 성실하게 살아갈까요 당연히 20년 동안 썩게 만든 사람을 찾아 가겠죠,4
user-ou3bj4vp4c,20년후 과연 정부가 지켜줄까요? 이런 판결한 판사들이 자신들 판결에 책임지는 법도 필요해보이네요,7
nathankim8600,판사님의 판결을 존중하고 싶어도.. 이런 여론에서 정말 귀닫고 법만 가지고 판단한거라면.. 진짜 대한민국 쓰레기란 생각만 든다.. 격리해야 될 사람을 저리 놔준다는게 이상한데..ㅎㅎ,15
chriskim9544,판사와 국회의원이 전국민을 범죄자 집단으로 만드는군요. 저런 범죄자를 밥 잘멕이고 재워서 20년후에 분풀이하라고 보호해주고. 문통 5년간 만들어 놓은 법이 왜 그런건지 기억하고 법 만드는 사람을 바꿔야죠.,23
user-mr4co7fv7v,반성하지 않는 피의자를 법테두리내 최고형을 판결하지 않은 판사는 그형량을 대신 살아라...,22
yain1650,나참 어이가 없네 저런넘은 신상공개하고 평생 못나오게 무기때려버려야한다 판사가 참 ㅂㅅ같네 지 자식이 저런 꼴 당하고 저런 개념 없는 말 들어도 저래 판결할까?? 이번 사례로 저런 범죄 더 나올꺼 같다 에휴~,0
user-hx7lp4bx1l,최환부장판사군요~~~ 당신집에는 더더큰 일들이 생기길~기도합니다,8
user-gm1wi5kz8e,인위적으로 범행을 저지르고 반성의 기미도 없고 대놓고 위협에 갱생자체가 불가능한 사람인데 20년 주고 판결의 관대함이 피해자에게는 고스란히 더 고통을 받는 걸 떠나 불안을 평생 지고 사는데 애초에 저 피해자분은 자신이 잘못한것도 아닌 왠 떠x이한테 엮인 건대 왜 피해자만 고스란히 상처를 받아야하는지... 한마디로 대한민국 법 x같다.,2
spgj1552,참으로 극악하고 반성없는범죄자에게는 어떤 형벌이 필요한지 보여주는 일벌백계의 판결이 필요 합니다. 재판부는 법의 원칙에만 의존하지말고 억울한 사람이있다는것을 한번 생각하기바랍니다,2
user-ep6se8gl3r,"피해자분의 보호가 가장 우선순위로 보장되길 바랍니다. 우리 주변 가족, 친구, 남녀불문. 나 자신에게도 일어날 수 있는 일입니다.. 앞으로 피해자는 어떻게 일상생활을 할 수 있겠습니까? 국가가 형량에서도 피해자의 편에 서지 않는데, 피해자를 보호할 수 있는지 의문입니다. 물리적인 보호에도 불구하고, 앞으로 20년간 또 살아갈 수십년의 세월의 정신적 고통까지 국가가 책임져 보호할 수 있습니까? 가해자는 그동안 법이라는 이름으로 전과 18범이라는 이력을 가지고 있습니다. 누구를 위한 국가고, 누구를 보호하는 국가인지 잘 모르겠네요. 강력히 규탄합니다.",1
user-dr2eq1yr8m,반성의 기미없이 자신의 억울함만 호소하는 뻔뻔하고 괘씸한 죄로 항소하거나 저런 불평할 때마다 형량을 10년씩 늘었으면 좋겠다!!,2
user-td2cd4le9d,범죄자가 재범을 저지르면 판결햇던 판사를 같은형벌로 판결해야됩니다,11
user-ng3nm8do2k,판사놈들을 다 감옥을 보내야 한다. 제정신인가 ? 사형을 시켜야할 놈을 감형을 시키네~~~ 저러니 법을 누가 믿나? 검찰에서는 항소 하지 않나?,0
jealousyrainbow6576,피해자가 납득이 안되는 판결을 해놓고는 사법부는 정당하다고 보는가? 법이라는게 최소한의 방법일지라도 최소한 피해자가 안심하고 살아갈 수 있도록 만들어줘야하지 않겠는가? 왜 권리는 항상 가해자에게만 주어지고 피해자에게는 의무만 강요하고 있는지?,1
user-wq8qc9wu1b,"판사는 진짜 피해자를 두번 죽이는것 입니다!! 진짜 국민들이 법을 믿겠습니까.. 저는 저런 상황이 된다면 제가 살인을 저지르고 말겠습니다...국민을 지켜 주어야 할 법이 되려 국민을 죽이네요. 저를 살릴려면 가해자를 죽일수 밖에 없게 만드는 판사님!! 국민들 맘속에 어떤 방향으로 스스로를 지킬수 있는지 잘 보았고,꼭 판결낸 판사도 똑같은 상황이 벌어지길 바랍니다. 비슷한 상황이라도 바래봅니다... 그리고 판사자격없으니 내려오세요",0
Allgoodthing23,"진짜 반성은 커녕 대놓고 보복 하겠다는건 거짓으로라도 보복 안하겠다고 말 하지 않는한 사회에 내보내면 안되는거지, 판사 자녀가 피해자 였어도 그랬을까 싶기도 하고 참 어이없는 법이다",19
bonobono2947,판사입장에서는 한번더 살해할 기회를 주는게 정의라고 생각합니다,12
Goodwi11ist,판사도 그냥 사람일뿐인데 그의 의견으로 결정해야 하는지... 배심원제도 완벽하지 않지만 판사 몇명의 의견에만 맡기는 것보다는 낫지 않을까. 판사는 시험요령과 운이 좋아 직업이 판사인 그냥 사람일뿐. 권한은 매우 크지만 책임져야 할 일은 거의 생기지 않는 철밥통. 박봉에 격무로 힘들다 주장하지만 판사 인원 증원에는 목숨걸린 듯 반대만 하는 철밥통.,5
user-rw7bl9mx8w,이런 범죄자는 때릴 수 있는 최고형량을 선고해야 하는게 아니냐. 판새는 생각이라는걸 하지 않는거냐? 자신이 저지른 범죄에 대햐 반성도 없고 피해자에게 보복을 하겠다고하는 인간이 과연 사회에 나와서 뭘 하겠나. 판사라면 적어도 세월이 지난뒤 방생을 해도 될 인간과 절대 사회에 방생해선 안될 짐승 정도는 구별할 수 있어야 하는거 아니냐?,1
ohboy0078,"판사 ,,,,,,하,,,,,, 국민들의 힘을 또 보여주고싶다",1
user-qo9ox2vs6r,솔직히 20년 이면 우리나라 개법원치고 잘나온거긴 한데 이거 진짜 바껴야한다 이제 정말 피해자 입장에서 판결해야 하는게 맞다 법이 이젠 바껴야 한다,1
user-qz5os2lc9f,저런걸 판사라고. 아 정말 화가 너무 치밀어 오른다. 이나라 판새 싹다없애야한다,55
dorjtjDTpdlske41355,판사 따님도 꼭 똑같은일 일어나기를 간절히 기도합니다 아멘..,63
user-qp1io4iy2q,판사의 재판 결과도 국민 재판 받아야함. 이제 시대가 변했는데 판사들도 정신차리길,1
user-ui3eq9mv5b,검사 판사도 자신이 판결한 결과에 책임져야하는 법안이 있어야하지 않나 생각이 듭니다...,1
d.ylovepapa5566,그저 판사가 미친놈이라고 밖에 할말이 없고 저 판사자식들도 꼭 같은일 당하길 기원합니다,0
dhdhdh11,피해자가 어떻게 살아가라는건지 댓글에아무리 써봣자 바뀌는건없겟지만 사건있을때마다 판결 해도해도 너무한다ㅡㅡ,151
user-vb2yd7tt2k,역시 우리나라 재판부는 본인 가족이 당해야 제대로 된 판결을 한다!!!,13
user-rk3jc6wu5s,가석방으로 나올텐데 ....가해자 지켜주는 판사님 대단하십니다.,1
choomr3824,법전과 이해관계에 파묻혀 기본과 상식을 잊은 무능한 판사들은 모조리 파문시켜야 한다.,8
tyt1638,돌려차기 그놈은 판사님도 ㅈ으로 알고있습니다. 그걸 알고도 판사님이 그따구 판결을 내린거면 그놈한테 쫄아있거나 지능이 딸리거나 둘중 하나겠죠 판례만 두고 같은그림 찾기 할만한 사안은 아니라고 봅니다,109
bananawooyu,물론 한국의 법적인 한계가 없진 않겠지만... 반성문 감형은 판사 본인의 재량 아닌가요? 19범에 보복을 예고하는 범죄자를 왜 감형한건지 속이 참 갑갑하고... 하다못해 이정도 범죄자를 신상공개 조차 안하다니 우리나라 법쪽은 발전이 참 더딘것 같습니다.,2
SEUNGTAEBaek,이게 무슨 판결인지.... 어찌도 이렇게 피해자에게만 잔인한 나라인지. 마음이 아프네요.,31
user-yj9mb2xk8j,이 사건의 판결을 내린 판사도 이해할 수 없지만 이번 판결을 옹호하는 사람들 역시 이해할 수 없다. 누군가가 내 소중한 것을 짓밟고 빼앗으려한다면 그 위협으로부터 자신을 보호해야한다. 국가도 마찬가지다. 국민이 있기에 국가가 존재한다는 사실을 잊지 말길 바란다.,2
user-bv3cd5zc5g,판사의 판결 책임 평가제를 하여 감형해준 범죄자가 출소후 재범을 저지르는 즉시 공범죄를 적용하여 판사자격 박탈하고 감형해준 형량을 더하여 범죄자와 같은 죄값을 치르도록 하자.,0
ddufudj3627,겁이나서 거리를 걸을수가 없다. 어찌 중 범죄인을 20년형을 내린단 말인가! 무기징역하라!,59
user-no9fd8yd2u,"판사들 판결을 보자면 웃기지도 않는다. 판사라는 사람들이 범인이 저지른 죄를 생각하며 판단하는게 아니라 잡혀온 범인의 얼굴만 보고, 반성문만 보고, 마치 어린얘들 실수한것을 나무라고 용서하듯 자기 마음대로 판결을 한다. 판사의 마음이 약한것은 자격이 없는거다. 죄와 벌은 공정하고 정확하게 평가되어야 한다. 판사 검사 변호사는 사람이 하면 안되고 반드시 AI 에게 넘겨야 한다.",1
user-lb3wr9wl6l,잘못한게없는사람이 고통받는나라 대단한나라 판사들 다 목아지 따야된다,3
mackayjj,"세상물정 모르는 판사들이 범죄자들 양산하고 있습니다. 범죄자가 반성한다고 형량 깎아주고, 초범이라고 깎아주고.... 정말 무슨 짓인지.... ㅠㅠ",0
gaezzolini,자기가 무슨 절대신이라도 되는듯 거덜먹거리는 판사놈들 지옥이있다면 가죽을 벗기고 불에 타는 영원한 고통을 받기 바란다 ! 니들은 범죄자보다 더 악마다 !,44
tp1829,고위공직자 자녀가 저런식으로 당해도 그대로 똑같은 판결 해주시기 바랍니다. 판사님,1
user-ul6hl3ql6o,국민 참여재판해서 국민에게도 판결할수 있게 해주어야 한다 ... 국민을 피해자의 마음을 이해하니 저런판결은 하지 않을듯 ... 감형없는 종신형을 선고할듯 //// 제발 대한민국 윗대가리님들 정신좀 차리시길,0
gus8614,제발 판사들 가족들도 당하길 바랍니다,0
user-dk4cr2cg6x,저런 인간은 아니 악마는 지구상에서 사라지게 해야 맞지. 판사들은 어딜보고 저 괴물이 20년뒤에 인간이 될거라 판단하는거지? 더 악랄한 괴물이 될텐데...,0
user-kv8yl7lo2c,미친. 법정. 니들자식들이. 니들 가족들이 범죄에 꼭 당하길 그래도 저렇게 나올수있을지. 니들입장 아니라고 그저 책에 적힌대로. 해외판사들이 어떻게 하는지좀 봐라. 니들은 그런 학습은 안하니,2
user-su2zc7xq1b,저 가해자놈 어릴쩍부터 전과 수두룩 빽빽하던데 저런놈을 20년을 준다고? 35년 말 나왔을때도 저런 태생이 범죄자는 무기징역 때려야 한다고 생각 했는데 고작 20년? 그리고 피해자가 가해자 때문에 두렵다니까 가해자를 피해자랑 멀리 떨어진 교도소로 이송한다고? 교도소에 있을때가 문제냐? 출소후 보복 한다고 저 ㅈㄹ 하는데 그럼 저 여자는 앞으로 20년후 보복으로 죽을수도 있다는건데 요즘 판사들 왜그러냐?,106
yoyoyoyo2109,누구나 피해자가 될수 있는데 이런 판결로는 안전하게 살기 힘들겠어요,1
user-or5ul5xt2h,판사가 돌려차기 인간보다 더 한놈이다 정신차리라,31
user-cu6ef2gz7g,저사람들 국민의 이름으로 다 짤라버립시다 억울하게 당한 사람은 눈물로 호소하고 가해자는 협박과 당당하게 할테면해봐라? 이것봐요 판사 양반 당신들 대한민국 국민 아니요? 왜 판결이 그모양이요? 엉!!! 진짜 이나라가 싫다 저런 인간말종을 보호하고 감싸는 이더러운 대한민국이 싫다 진짜 정의 사라지게 만든 저양반들 저공무원들 다 국민의 이름으로 짤라버립시다 화가 머리 끝까지 나서 못살겠네요 진짜로…,2
chung-sooklee-kuenkel9638,저런 판결내린 판사 꼭 자기자식 가족 당해봐야한다. 그래야 눈 번쩍 뜰거다. 딸이있고 손녀 손주 가 피해를 받으면 판결이 꼭 같을까? 한국 판사검사 인간공부 더해라 모두 윗대가리부터 썩은쓰레기 괴물들이 한국을 똥통으로만들어 가누나 ㅡㅡㅡ,1
user-tf1fo3lr9o,"만약에 피해자 가족, 피해자 애기, 또는 또 다른 피해자들의 추가 피해가 발생하면 그때는 판사도 국민들의 안전을 위협한 죄의 대가로 직접적인 처벌을 받아아죠.",0
user-dy7sp4wf3t,피해자분 지금부터라도 열심히 일해서 돈모아 미리 청부업자를 구해놓으세요. 그리고 혹시라도 그 가해자에게 죽게 된다면 꼭 보복해달라고 하십시오. 그 판결을 내린 판사새끼 자식을 꼭 .....,0
user-cz9cx3lo2j,이번 사건에서 판사님들은 진짜 고생했습니다. 검사들이 수사를 거부해서 판사님이 수사명령을 내렸을 정도 입니다.,6
Duchang-e,"사법 체계가 난 이해가 안가는게 법이 이렇게 세분화돼서 양형기준이 정해져있고 하면 거기에 더해서 피해자의 고통까지 감안해서 형량을 줘야되는데 어떻게 판사의 개인성향과 판사의 기분, 판사의가치관에 따라서 판결이 이렇게 들쭉날쭉 할 수 가 있는지.. 적어도 저런 미친놈은 영원히 사회에서 격리시켜야 되는거 아닌가요? 나 살면서 저런짓거리 할 엄두도 안내고 살았는데 저거는 전과도 수차례 있는 자식이 대놓고 계획해서 범죄를 저질렀는데도 20년? 지금 성범죄자 알림e 앱에 보면 60~70대 노친네들도 성범죄자로 올라오고 그러는데 50대에 저인간 나오면ㅡㅡ",0
user-se7zh1ce7v,판사님들 20년동안 피해자분은 불안속에 살아야합니다 그리고 제2.3의 피해자가 될 또 다른 피해자가 생길땐 그땐 판결에 후회하실건지요 범죄는 예방할수 있습니다 영원히 사회와 단절시켜야지요 저런 흉악범에게 왜이렇게 관대하신건지 피해자 불쌍해서 못보겠네요 ㅠ,16
tonyha3827,왜 이런 판사들을 제거하지 못하나? 가해자포함 판사라는 자도 신상을 밝혀야지,0
You-vb7rx,펀사님들 존경합니다 대단한 판결을 내리셨습니다,3
odscomoh1661,저렇게 보복할 생각이 있는 범죄자는 무기징역으로 가중처벌 해야한다,0
jsm9252,판사들은 본인의 배우자와 자녀가 저렇게 당해봐야 정신차릴듯,0
