작성자,내용,추천수
midb1ue,힘드실 텐데도 항상 씩씩하게 말씀하시던 분이 이렇게 서럽게 우시니까 속상하네요... 너무 안타까워요 법은 이게 한계인가 싶고 ㅠ 현실이 화나고 답답해요,0
user-bj5jw3pu7n,법이 피해자를 이차가해 한다면 이게 법인가요,6.3천
JYL828,그동안 씩씩하게 잘 이겨내신 피해자분의 멘탈이 걱정됩니다..,51
user-zb4qt2vx7w,피해자님....너무 대단하시고....있는 애를 모두 써서 호소하는 피해자님 너무 가엽다ㅠㅠㅠ악에서 지켜줘야 합니다.....!!ㅠㅠ,35
user-yc9sn6hu4y,재판이 다시 해야합니다 무기징역으로 해야 합니다,27
user-ck9wd7ib9z,너무 가슴이 아픕니다. 정말 법 개혁 필요합니다,65
user-dx6sx7dt7f,제발 현재 살고 있는 사람을 오랫동안 살게 해주세요…걱정없이 제발…,0
user-fo5io1de9u,너무 슬프다 당당했던 꽃다운 나이에 미친놈을 만나서 불안에 떨어야하다니 피해자가 말도 조리있게 잘하고 똑똑한 아가씨네 좋은 사람 만나서 이민가서 행복하게 사세요 대한민국에 태어난 죄밖에 없습니다,367
user-fn6et9dm4r,진짜 이건아닙니다 피해자가 얼마나 힘들고 무서울까요....본사건 가해자는 사회와 격리시켜야됍니다 사법부는 정말 법을 강화해야됍니다 이게 어디 나라입니까...더이상 저런 피해자가 생기면 안됩니다,4
user-ox7bv2yg6n,살지말걸 그랬다니.... 마음이 아프다,33
floraha3,그냥 살지 말걸 그랬다는 말에 너무 공감되고 마음이 아프네요. 법이 이따위밖에 안되냐고! 검사가 35년형 구형했고 판사는 15년 감형했고. 돈 주고 미국 교도소에 보내세요. 차라리.,33
user-mp4gr9ti5v,"법이 시민을 못지켜주면, 시민이 법을 우습게 보고 무질서하게된다.",16
Rack650,하루빨리 판검사 가족이 피해자가 되길 바랍니다. 그래야 형량도 올라가고 엄격해지거든요.,71
haae2580,근데 감옥에 있던 사람이 옮긴 주소까지 알 수 있을 정도면 조력자가 있다는 소리네요 앞으로 마음놓고 살 수나 있을지,3
doyulee98,아 그냥 살지 말걸 그랬습니다 하는데 심장 찢어진다 판사 검사 18샊이들아 니네 자식이라고 생각해봐 저 피해자는 이제 출소일 다가오는 불안함에 떨면서 앞으로 겨우 살아가야 하는데 욕나온다 진짜,134
user-er1zo1kb6x,우리가 또다른 피해자가 될수도 있어요..... 피해자분 어떻게 도와드릴 수 있을까요ㅠ정말 무섭고 두렵네요...,22
dfsks9051,"마음이 너무 아프네요,, 부디 힘내시길 바랍니다,,",23
hanacatv,끝까지 용기 내서 살아주세요,1
user-sl9hf9op4y,남의 눈에 눈물나게하면 자기 눈에 피눈물 나는 상황. 꼭 이뤄지길 바란다...,29
elk7524,피해자분 인터뷰 너무 슬퍼서 눈물나요... 왜 현실이 이런가요,2
user-zu5dh4ub8x,"정말 짜증나는 사법부. 피해 여성이 우리 딸과 동년배인데, 어디 총이라도 밀수해 사살하고 싶은 심정. 국민의 혈세로 밥도 아깝다. 적반하장 뻔뻔하기가 형언못할 지경, 분노가 치밀어 미치겠네.",300
user-gj3qy7rc4r,상식적으로 납득이 안되는 판결을 한 판사들에게는 반드시 책임을 물을 수 있는 제도를 마련해야 한다,27
user-bh2zc5ek7c,우리가 집중해야할 가장 큰 문제는 왜 피해자가 법때문에 고통받느냐 입니다.,22
jS-ut3qy,너무 마음이 아프네요.. 비슷한 일을 당해봐서 충분히 이해가 됩니나.,0
user-qe7xk3yx2h,"법 자체를 그냥 완전 크게 뜯어고쳐야 할 것 같다. 피해자를 보호를 하든 가해자를 완전히 박살을 내놓든. 피해자에겐 비정하고 가해자에겐 관대한 나라, 언제까지 이 말을 들어야 뭐가 바뀔까?",1
user-on4bd2kz5i,진짜 너무 너무 화나네요. 피해자분이 어떤 용기를 낸건데 판사들은 저따위 형량이라니..암담하고 답답합니다.,278
mingom2032,마음이 너무 아프다……. 하 정말…..,21
user-lx6gj7sq5n,저렇게 판결내려주신 판사님....정말 대단 하십니다....,17
user-ej3lx3gl2f,짐승만도 못한 놈한테 20년이 말이 되냐 피해자는 두려움에 벌벌 떨어살아야하냐 판사놈은 무슨 저따구로 주고 난리야,8
egozgo_7961,"정말…판결을… 20년이 물론 보통 사람에게는 길고 큰 형량일 수 있지만,, 저런 일말의 죄책감도 못갖는 생물한테… 인간의 범주는 어디까지인가요? 재판에 나가는 것도 정신적으로 고통이 크실 피해자분께 위로와 실질적 도움이 될 수 있는 방안이마련됐음 좋겠네요.. 그리고 20년이든 100년이든 살고 나올 때 그때의 기술과 시민의식을 믿습니다. 몸은 사회에 나와 있지만 결코 자유라는 감정을 다시는 느끼지 못하고 생을 마감하길 바래봅니다.",18
user-ic9gb7cb7u,전과 18범에 흉악범죄자 신상 무조건 공개하고 사형 시켜야 합니다. 법이 피해자편이여야죠 이런 사건 다시 안일어나게 사형 시켜주세요.,1
user-og2sh8cr7m,도대체 사법부는 무슨 생각으로 이런 쓰레기를 사회에 내보낼 생각을 하는건지 도무지 이해를 할 수가 없다 피해자가 저렇게 울면서 도와달라고 하는데 사법부는 왜 더 강하게 판결을 내리지 않는건지 참담하다,282
user-oi1hz5wl8h,국민을 지켜줘야 하는 나라에서 피해자가 스스로를 지키려고 저렇게 열심인 게 너무 안타깝다.. 처음부터 깔끔한 형벌이었다면 저렇게 고생하지는 않아도 되는데,10
user-md4ju1gy2m,가슴이 아프네요.트라우마 극복하시고 힘내시길 바랍니다.,4
user-cw3by9di6o,"피해자 분이 너무 대단하고.. 멋지시다. 나는 저렇게 나를 위해 싸울 수 있을까..? 내가 예전에 치한 당했었을 때 가장 후회되는 것이 가만히 있었다는 거인데, 참 마음으로라도 응원해 드리고 싶다. 평범한 한 사람의 일상을 한순간에 바꿔버린 살인자 새끼는 평생 고통 받으며 살길.",0
user-je9wn4yy4s,제발 피해자 보호해주세요 ㅠ,7
user-mi1fo8wf9p,진짜 눈물나네요 아후 고통속에서 불안속에서 살아가야하는 피해자 너무 안스럽네요,1천
user-rt6tn3ym5g,판사님 딸이나 마누라가 꼭 이런일 당하길 비나이다,31
user-hl2xq9gl3l,판사가 누구인지 궁금해지네요. 피해자 분 인터뷰를 보니 마음이 너무 아픕니다.,6
dogtv7622,참으로 안타까운 현실입니다,0
ofmindpeace1400,전과 18범에게 겨우 20 년이라는 어처구니 없는 결정 너무 슬프네요,30
RESIST_5,진짜 멘탈 단단하신분인데 안타까워요 하루하루를 괴로움에 두려움에 살아가야하다니요,27
angelminam,피해자를 보며 마음이 찢어질듯이 아픕니다. 원래 12년에서 겨우 '8년' 늘어난 20년? 이게 말이 됩니까? 300년을 해도 모자란데... 진짜 사법부가 죽었네요. 이게 말이 되나....,344
user-rk3vk7wi5v,살지 말걸 그랬다고 말 하면서 스스로 얼마나 무너졌을까 아무도 안 지켜준다고 생각하게 해서 너무 미안하다 지금은 비록 탄원서 영상보기 댓글 보기 밖에 못 해서 함께 분노하고 제대로 판결되길 원하면서도 지금까지 보여주신 정의감과 강단을 보고 쉽지 않은것을 알기 때문에 경외감도 느꼈거든요 저는. 내 또래 친구일 당신이 꼭꼭 알았으면 좋겠어요 아무도 안 지켜주고 있다고 느낄만큼 가해자 편에 선 경찰도 사법기관도 지금의 사회는 이토록 쓰레기같지만 스스로 지키길 위해 용기 낸 만큼 가해자 처벌을 바라고 분노한 사람들에게 반드시 지켜지실거에요. 비록 지금은 너무 괴로우시고 외로우실테지만요...머지않아 목소리와 힘을 길러 함께할 사람들이 생길거라는 것 만큼 꼭 알아주세요. 아픔이 두려움이 억울함에 너무 괴로우셔도 꼭 그거는 그냥 알아주세요. 저 놈이 멀쩡히 살아 나와 돌아다닐 일은 없어요 그냥 없어요 그렇게 되도록 두지 않을거니까요,8
user-fm2bd2bp5c,누구를 위한 판결인가? 피해자는 눈물을 흘리고 가해자는 미소를 짓고 과연 누구를 위한 판결을 해야 하냐!!!!,6
roamerasian1392,진짜 마음아프네....대한민국 사법수준이 개탄스럽고 ...ㅜ 왜이리 맘아프냐ㅜㅜ저분 진짜 앞으로 어케 살아가...ㅠ,0
geabum.father,판결한 판사 가족중 딸이든 누나든 어머니든 이모든 고모든 직계가족 여자모두 똑같은일 당하길 바랍니다. 그리고 꼭 같은 고통속에 대를이어 대대로 불안에 떨며 사시길..,27
user-ck1cg9gz7k,하 마음아파... ㅠ,0
user-kh4yq6bh6w,저런 놈이 50세에 나오면 또 다른 무작위의 피해자가 나올 겁니다. 한사람의 몸과 영혼을 죽이려고 했는데 다만 피해자가 다행히 목숨을 유지했다고 해서 겨우 20년이라니 어이가 없네요. 피해자와 그 가족들은 어디에서 위로를 받을까요.,337
user-bu7es7tu5w,가슴아프다.ㅠㅠ 힘내세요 ~!!!,4
parkwc79,피해자님 너무나 안타깝습니다 힘내세요ㅠ,1
user-xn3mq6hi5l,피해자 건강 기원합니다,1
user-xb7pj6rx5y,대법원까지 가서 꼭 더 큰 처벌받도록 쫌만 더 힘내세요ㅠㅠ,9
gotamasiddhartha4802,‘나는 아무 잘못도 안했는데….’ 너무 가슴아프다 내 딸 우리누나 내 동생 우리 엄마 얘기가 될수도 있는건데,0
lsd179,"전과 18범에 피해자 분을 죽였어도 이상하지 않았을 살인미수, 성폭력 정황까지.. 다시 사회에 나올 수 있다는게 놀랍고 한탄스럽다.",140
user-ho5wv7eo2f,대한민국 법원은 국민들의 심판을 받아야 한다! 범죄자들의 형량을 올려야 한다!,13
Ffu700,ㅠㅠㅠㅠ진짜 뭐냐 너무 소름돋고 ㅠㅠ 맘아프다 누굴위한 법인지 ㅜㅜ 너무 싫다,1
user-zd5wd9my7r,마음이 너무 아프네요…,6
user-cs2bl5gn5p,대놓고 죽이겠다 말하는 인간을 풀어준다는것은 살인방조나 다름이 없는거지 피해자는 사는 나날이 얼마나 무섭고 힘들까요 우리나라 법은 피해자를 더욱 보호하는 쪽으로 강화돼야 한다! 반성도 없고 악한 가해자에겐 그저 무기징역이 답이다,0
joyb1143,"징역 100년 200년 구형해서, 교도소 안에서 배워 나온나쁜 짓을 다시 사회에서 행할 수 없도록 만들어야 합니다.",717
user-ud8sq8ur6q,얼마나 더 많은 피해자가 생겨야 법이 바뀌나? 가해자가 법의 무서움을 깨닫도록 제발좀 바뀌길 바란다!,1
user-oj9zx4ix5w,판결내리신 판사님 가족에게도 무조건 이런일이 발생해서 재판할때 같은판결을 받기를 원합니다!!,5
user-rr9zv3rq2j,법무부장관님 국힘을 위해 법을 확신한 법을 지켜주십시요,44
yongmanjung4602,판결한 법관 공개하고 검찰은추가 항소하고 우리 끝까지 피해자 보호합시다,5
msss323,이 나라는 판사들이랑 법을 썩다 갈아치워야한다. 어떻게 피해자가 더 고통을 받냐? 상식적으로 생각해 봐라 이 썩을 판사놈들아!!!!,0
user-bf7mk3rj9m,피해자...너무 안쓰럽고...불쌍하고...죄없이 살아온사람에게 너무 큰 시련을 주는구나.. ㅠㅜ 내가 지켜주고 싶다...이나라를 어찌할꼬~ 개탄스럽다!,135
boos5208,하..진짜... 눈물 난다..ㅜㅜ,2
user-ik8to4sr3m,마음 약해 지지 마시고 건강하셨으면 좋겠습니다 얼마나 억울하고 힘이 드실지........,1
baba7842,판사 딸내미도 똑같이 당해봐야 정신 차리지... 저게 뭔 법이라고... 법은 국민을 지켜주려고 있은 건데 지켜주지도 못하고 오히려 생명의 위협을 받고 고통스러워 하는 게 말이나 되나,0
hongseo0037,어떤 판사인지 모르지만 그런판사는 없어져야한다,6
user-qc2cy4zt1n,구구절절 옳은 말만 하네요. 저 피해자분 호소가 너무 와닿고 저분 기사 볼때마다 자신의 일을 직시해서 피하지 않고 대처하는 모습이 멋졌고 어린 친구가 대견하고 안쓰러워 마음이 아픕니다 ㅜ 제발 2차 가해가 일어나지 않도록... 이런 흉악범죄가 늘지 않도록 엄정한 법체계가 정립됐으면 하는 바람입니다...,325
user-ih6cu5vo6f,힘내세요! 지켜드릴꺼예요 하루 하루 소중한 인생 행복하게 사시길 기도 드릴께요.,1
ON-fv7dm,용기 있는 모습에 정말 응원합니다. 누가 저 여자분을 지켜 줄 수 있을까요.. 범죄자가 살기 좋은 나라다 싶습니다,0
user-bb9vt6kg5z,판사여 대대손손 지옥에서 고통받길 기도합니다,1
user-vj7wu7io3j,눈물난다..너무 슬프다 정말,1
user-jr9cd5zj6g,""" 나는 아무 잘못도 안했는데"" 정신차리세요 판사야",1
shakugahoshii,정말 너무 가엾다 ㅠ 무슨 죄가 있으시다고.... 이렇게 자기가 폭행 당하는 영상을 몇번이나 남한테 공개하는 것도 고통이고 인터뷰나 재판 받으면서 몇번이나 떠올려야하는 것도 고통이실텐데......ㅠ 다음엔 또 누구의 소중한 가족이 피해자가 될지도 모르는데 이게 말이 됩니까 ㅠㅠ,163
rod6775,"이렇게 나오시기 힘드셨을텐데 정말 멋진 분이십니다. 또 한편으로 이미 국민여론은 가해자의 사회 분리와 엄중한 처벌을 오래전부터 바랬는데 불구하고, 피해자가 이렇게까지 해야지만 공연히 사회 문제로써 대두되는 것이 놀랍고도 마음이 아프네요. 이제서야!",1
sungwookim2186,판사가 저런놈들을 더 키우는 결과가 되는겁니다. 판사가족이 저여자분과 똑같이 당하길 기원 합니다.!!!!,4
user-qx9nz4et7q,막말로 살인행위나 다름 없엇다. 200년도 모자를판이다. 현재 법은 너무나 약하다 이럴 순 없다 몇번이고 청원을 넣어야 한다,1
gyeongchanggim2400,국민 안전을 보장하지 못하는 국가에서는 국민들끼리 서로 지켜줘야할듯 힘내시고 강하게 살아가시길 바랍니다.,0
user-je4iw4jb7l,피해자분 참담하시겠지만 힘내십시요 열심이 사시다보면 좋은날오실거에요,0
user-eq9qm4tq1h,그놈의 가해자 인권타령은 언제까지 할거냐? 피해자가 왜? 눈물을 흘려야하느냐고? 정신병자같은 인간말종들은 국민들세금으로 깜빵에서 밥처먹이는것도 아깝다 당장 사형제도를 부활시켜서 바로 사형에 처해야한다,337
user-tf3zv2iz2b,"마지막에 말하시는 ""나는 아무 잘못도 안했는데.."".... 사무치게 아픈 절규입니다...",3
user-qe8wy7nw2o,"법이 존재하는 이유가 범죄자의 교화,개선이 아닌 범죄자의 처벌에 중심을 둬야한단 생각이 드네요...",1
n2.yookoon252,진짜 억한심정이 여기까지 느껴진다.... 제발 사형제도좀 다시 시행하자..,0
Behealthy-ck5gr,눈물이 너무 나네요.,0
DONGHUNMOON,정말 화가 난다 아무잘못도 안한 사람은 뭐가 되냔말인가 ...,0
_0owl,진짜 이해가 안가네..전과 18범에 검찰에서도 35년 구형 달라는데 꾸득꾸득 20년을 왜 준거냐? 지 가족이 당했어도 저럴까싶다,148
user-ni2su4sf1s,여성분 용기 진짜 대단하다...,0
user-df1ir7if7n,판사들이 현실을 몰알겠어? 피해자분의 용기가 세상을 바꿀겁니다.힘내세요,0
user-bl9bt2zo7m,씩씩하던 피해자분의 울먹이는 목소리를 들으니 가슴이 무너집니다 판새들 이대로는 안됩니다 사법부가 만든 괴물은 사법부가 책임지고 사법 정의 바로세워라,2
user-cr5hl5mx4d,피해자님 힘내시고요. 50세면 많이 바껴서 나올겁니다. 넘 심려 마시고요. 용기 잃지 않기를 부탁드립니다.,3
user-ki1hy3gu3s,나라에서라도 저 분 좀 제발 지켜주세요 20년동안 불안해서 사람처럼 못 사신다고요 매일매일이 피가 말라가는 느낌일텐데..진짜 보는 사람도 이렇게 불안하고 걱정되는데 본인은 어떻겠냐고요 매번 누구 하나 죽어나가야지만 바꿀겁니까?,0
goonseonkim,이나라에 진정 법이란게 있는건지 참 한탄스럽다.,123
user-fc7vh6ho4h,자꾸 와서 찾아보게 되네요 세상 일이라는게 겪어보지 않으면 모릅니다 당사자는 얼마나 힘이 들까요..어제 보다는 오늘이 오늘 보다는 내일이 더 행복해지리라 믿습니다 힘내시길 바랍니다.,0
user-wx3pn9vu5j,아~~~ 맘아파 ㅠㅠ,1
Julbbe,저런 사회악이 왜 필요하죠…?,2
