작성자,내용,추천수
leejin735,판사가 정신 못 차리는구나..,10
user-hu7jh7su9j,사형 시켜야지 무슨 감형? 피해자만 불쌍한 세상 ㅠㅠ,3
Hi-xl2ec,범죄자들아 범행은 판사와 판사 가족으로ㅁ만 해줘라. 저딴 판결하나 보게.,1
ksyblue,?? 면장갑까지 준비했는데 뭐가 우발적이 아니라는거야? 판사 뭐 이딴걸 납득함..? 그리고 초범도 아닌놈을 감형을 왜시킴? 판사들 이상하게 가해자들만 보면 공감능력이 넘침 그렇게 공감되면 판사랑 가해자랑 같은 방쓰게 넣어줬음 좋겠네,0
hb3675,항소해라 그럼 판사가 무기징역에서 징역 30년으로 감형해줄꺼다.,2
galryeoktraveler1363,강력범죄자들 거진 다 죄에 비해 짧은 징역 몇 년 살고 나와서 음식점 오픈하거나 다시 사기치고 다니거나 평범한 직장 다니더라,0
user-xk1ib9wn8d,정신나간 판사아님??,0
d.h.s3978,역시 k법,0
user-pv7hd4eq7i,"하튼..,법원 ㆍ판사들 문제야..,판사들 처단해야...법치...가 바로 선다",0
